fare_id,price,currency_type,payment_method,transfers
23-62,12.00,CAD,1,
23-63,12.60,CAD,1,
23-64,13.10,CAD,1,
23-65,14.10,CAD,1,
23-66,15.30,CAD,1,
23-67,15.90,CAD,1,
23-68,16.75,CAD,1,
23-69,17.25,CAD,1,
23-70,13.80,CAD,1,
23-71,14.00,CAD,1,
23-72,14.15,CAD,1,
23-73,14.65,CAD,1,
23-74,15.50,CAD,1,
23-75,16.40,CAD,1,
23-76,17.00,CAD,1,
23-77,10.60,CAD,1,
23-80,12.15,CAD,1,
23-81,14.05,CAD,1,
23-82,14.70,CAD,1,
23-83,16.90,CAD,1,
23-84,18.80,CAD,1,
23-85,16.00,CAD,1,
23-86,12.05,CAD,1,
23-87,12.70,CAD,1,
23-88,14.05,CAD,1,
23-89,11.30,CAD,1,
23-90,11.35,CAD,1,
23-91,12.75,CAD,1,
23-92,13.35,CAD,1,
23-93,14.05,CAD,1,
23-94,14.75,CAD,1,
23-95,15.25,CAD,1,
23-96,15.75,CAD,1,
23-97,16.65,CAD,1,
24-01,10.85,CAD,1,
24-02,10.85,CAD,1,
24-03,9.95,CAD,1,
24-04,9.05,CAD,1,
24-05,10.65,CAD,1,
24-06,12.60,CAD,1,
24-07,11.50,CAD,1,
24-08,12.55,CAD,1,
24-09,12.60,CAD,1,
24-11,8.75,CAD,1,
24-12,8.00,CAD,1,
24-13,8.30,CAD,1,
24-14,7.20,CAD,1,
24-15,8.35,CAD,1,
24-16,8.60,CAD,1,
24-17,9.80,CAD,1,
24-18,10.25,CAD,1,
24-19,10.65,CAD,1,
24-20,8.00,CAD,1,
24-21,6.45,CAD,1,
24-22,6.35,CAD,1,
24-23,5.65,CAD,1,
24-24,5.30,CAD,1,
24-26,11.45,CAD,1,
24-27,11.55,CAD,1,
24-28,19.30,CAD,1,
24-29,21.20,CAD,1,
24-30,24.35,CAD,1,
24-31,10.35,CAD,1,
24-32,8.40,CAD,1,
24-33,10.25,CAD,1,
24-34,16.35,CAD,1,
24-35,17.20,CAD,1,
24-37,18.65,CAD,1,
24-38,19.70,CAD,1,
24-39,8.10,CAD,1,
24-41,16.75,CAD,1,
24-42,18.00,CAD,1,
24-43,18.50,CAD,1,
24-44,15.20,CAD,1,
24-45,15.95,CAD,1,
24-46,17.15,CAD,1,
24-51,17.00,CAD,1,
24-52,17.95,CAD,1,
24-53,19.30,CAD,1,
24-54,20.45,CAD,1,
24-55,21.55,CAD,1,
24-56,14.50,CAD,1,
24-57,15.45,CAD,1,
24-58,15.80,CAD,1,
24-60,13.00,CAD,1,
24-61,13.05,CAD,1,
24-62,13.85,CAD,1,
24-63,14.45,CAD,1,
24-64,14.95,CAD,1,
24-65,15.95,CAD,1,
24-66,17.15,CAD,1,
24-67,17.75,CAD,1,
24-68,18.60,CAD,1,
24-69,19.10,CAD,1,
24-70,14.80,CAD,1,
24-71,15.00,CAD,1,
24-72,15.15,CAD,1,
24-73,15.65,CAD,1,
24-74,16.50,CAD,1,
24-75,17.40,CAD,1,
24-76,18.00,CAD,1,
24-77,11.50,CAD,1,
24-80,10.25,CAD,1,
24-81,12.15,CAD,1,
24-82,12.80,CAD,1,
24-83,15.00,CAD,1,
24-84,16.90,CAD,1,
24-85,14.10,CAD,1,
24-86,13.90,CAD,1,
24-87,14.55,CAD,1,
24-88,15.90,CAD,1,
24-89,13.15,CAD,1,
24-90,13.20,CAD,1,
24-91,14.60,CAD,1,
24-92,15.20,CAD,1,
24-93,15.90,CAD,1,
24-94,16.60,CAD,1,
24-95,17.10,CAD,1,
24-96,17.60,CAD,1,
24-97,18.50,CAD,1,
26-01,16.05,CAD,1,
26-02,16.05,CAD,1,
26-03,15.05,CAD,1,
26-04,14.65,CAD,1,
26-05,15.90,CAD,1,
26-06,17.85,CAD,1,
26-07,16.70,CAD,1,
26-08,17.75,CAD,1,
26-09,17.80,CAD,1,
26-11,14.00,CAD,1,
26-12,13.55,CAD,1,
26-13,13.95,CAD,1,
26-14,13.20,CAD,1,
26-15,14.05,CAD,1,
26-16,14.25,CAD,1,
26-17,15.00,CAD,1,
26-18,15.45,CAD,1,
26-19,15.90,CAD,1,
26-20,14.00,CAD,1,
26-21,12.55,CAD,1,
26-22,12.40,CAD,1,
26-23,12.30,CAD,1,
26-24,11.45,CAD,1,
26-26,5.30,CAD,1,
26-27,6.20,CAD,1,
26-28,24.50,CAD,1,
26-29,26.40,CAD,1,
26-30,29.55,CAD,1,
26-31,13.90,CAD,1,
26-32,13.25,CAD,1,
26-33,12.40,CAD,1,
26-34,11.85,CAD,1,
26-35,11.10,CAD,1,
26-37,9.05,CAD,1,
26-38,8.35,CAD,1,
26-39,6.85,CAD,1,
26-41,13.15,CAD,1,
26-42,14.40,CAD,1,
26-43,14.90,CAD,1,
26-44,19.75,CAD,1,
26-45,20.50,CAD,1,
26-46,21.70,CAD,1,
26-51,21.40,CAD,1,
26-52,22.35,CAD,1,
26-53,23.70,CAD,1,
26-54,24.85,CAD,1,
26-55,25.95,CAD,1,
26-56,18.90,CAD,1,
26-57,19.80,CAD,1,
26-58,20.15,CAD,1,
26-60,17.55,CAD,1,
26-61,17.65,CAD,1,
26-62,18.40,CAD,1,
26-63,19.00,CAD,1,
26-64,19.50,CAD,1,
26-65,20.50,CAD,1,
26-66,21.70,CAD,1,
26-67,22.30,CAD,1,
26-68,23.15,CAD,1,
26-69,23.65,CAD,1,
26-70,19.30,CAD,1,
26-71,19.50,CAD,1,
26-72,19.65,CAD,1,
26-73,20.20,CAD,1,
26-74,21.00,CAD,1,
26-75,21.90,CAD,1,
26-76,22.50,CAD,1,
26-77,16.70,CAD,1,
26-80,15.45,CAD,1,
26-81,17.35,CAD,1,
26-82,18.05,CAD,1,
26-83,20.20,CAD,1,
26-84,22.10,CAD,1,
26-85,19.30,CAD,1,
26-86,19.15,CAD,1,
26-87,19.75,CAD,1,
26-88,21.15,CAD,1,
26-89,18.40,CAD,1,
26-90,18.40,CAD,1,
26-91,19.15,CAD,1,
26-92,19.75,CAD,1,
26-93,20.45,CAD,1,
26-94,21.15,CAD,1,
26-95,21.65,CAD,1,
26-96,22.15,CAD,1,
26-97,22.90,CAD,1,
27-01,17.20,CAD,1,
27-02,17.20,CAD,1,
27-03,16.20,CAD,1,
27-04,15.80,CAD,1,
27-05,17.00,CAD,1,
27-06,18.95,CAD,1,
27-07,17.85,CAD,1,
27-08,18.90,CAD,1,
27-09,18.95,CAD,1,
27-11,15.15,CAD,1,
27-12,14.70,CAD,1,
27-13,15.10,CAD,1,
27-14,14.35,CAD,1,
27-15,15.15,CAD,1,
27-16,15.40,CAD,1,
27-17,16.15,CAD,1,
27-18,16.60,CAD,1,
27-19,17.00,CAD,1,
27-20,15.15,CAD,1,
27-21,13.65,CAD,1,
27-22,13.55,CAD,1,
27-23,13.45,CAD,1,
27-24,11.55,CAD,1,
27-26,6.20,CAD,1,
27-27,5.30,CAD,1,
27-28,25.65,CAD,1,
27-29,27.55,CAD,1,
27-30,30.70,CAD,1,
27-31,15.05,CAD,1,
27-32,14.40,CAD,1,
27-33,13.55,CAD,1,
27-34,13.00,CAD,1,
27-35,12.20,CAD,1,
27-37,10.55,CAD,1,
27-38,9.95,CAD,1,
27-39,8.45,CAD,1,
27-41,14.60,CAD,1,
27-42,15.85,CAD,1,
27-43,16.30,CAD,1,
27-44,20.85,CAD,1,
27-45,21.65,CAD,1,
27-46,22.85,CAD,1,
27-51,22.55,CAD,1,
27-52,23.50,CAD,1,
27-53,24.85,CAD,1,
27-54,25.95,CAD,1,
27-55,27.10,CAD,1,
27-56,20.05,CAD,1,
27-57,20.95,CAD,1,
27-58,21.30,CAD,1,
27-60,18.70,CAD,1,
27-61,18.80,CAD,1,
27-62,19.55,CAD,1,
27-63,20.15,CAD,1,
27-64,20.65,CAD,1,
27-65,21.65,CAD,1,
27-66,22.85,CAD,1,
27-67,23.40,CAD,1,
27-68,24.30,CAD,1,
27-69,24.80,CAD,1,
27-70,20.45,CAD,1,
27-71,20.65,CAD,1,
27-72,20.80,CAD,1,
27-73,21.30,CAD,1,
27-74,22.15,CAD,1,
27-75,23.05,CAD,1,
27-76,23.65,CAD,1,
27-77,17.85,CAD,1,
27-80,16.60,CAD,1,
27-81,18.50,CAD,1,
27-82,19.15,CAD,1,
27-83,21.35,CAD,1,
27-84,23.25,CAD,1,
27-85,20.45,CAD,1,
27-86,20.25,CAD,1,
27-87,20.90,CAD,1,
27-88,22.30,CAD,1,
27-89,19.55,CAD,1,
27-90,19.55,CAD,1,
27-91,20.25,CAD,1,
27-92,20.90,CAD,1,
27-93,21.60,CAD,1,
27-94,22.30,CAD,1,
27-95,22.80,CAD,1,
27-96,23.30,CAD,1,
27-97,24.05,CAD,1,
28-01,14.05,CAD,1,
28-02,14.05,CAD,1,
28-03,15.70,CAD,1,
28-04,14.90,CAD,1,
28-05,13.80,CAD,1,
28-06,13.20,CAD,1,
28-07,13.20,CAD,1,
28-08,12.40,CAD,1,
28-09,12.35,CAD,1,
28-11,16.50,CAD,1,
28-12,17.20,CAD,1,
28-13,17.95,CAD,1,
28-14,18.70,CAD,1,
28-15,19.55,CAD,1,
28-16,19.80,CAD,1,
28-17,20.55,CAD,1,
28-18,21.00,CAD,1,
28-19,13.80,CAD,1,
28-20,16.50,CAD,1,
28-21,17.10,CAD,1,
28-22,17.15,CAD,1,
28-23,18.25,CAD,1,
28-24,19.30,CAD,1,
28-26,24.50,CAD,1,
28-27,25.65,CAD,1,
28-28,5.30,CAD,1,
28-29,6.20,CAD,1,
28-30,10.15,CAD,1,
28-31,16.65,CAD,1,
28-32,17.55,CAD,1,
28-33,18.05,CAD,1,
28-34,18.85,CAD,1,
28-35,19.70,CAD,1,
28-37,21.15,CAD,1,
28-38,22.15,CAD,1,
28-39,22.85,CAD,1,
28-41,19.10,CAD,1,
28-42,20.35,CAD,1,
28-43,20.80,CAD,1,
28-44,17.65,CAD,1,
28-45,18.45,CAD,1,
28-46,19.65,CAD,1,
28-51,10.95,CAD,1,
28-52,11.90,CAD,1,
28-53,13.20,CAD,1,
28-54,14.35,CAD,1,
28-55,15.50,CAD,1,
28-56,16.90,CAD,1,
28-57,17.85,CAD,1,
28-58,18.15,CAD,1,
28-60,13.85,CAD,1,
28-61,15.60,CAD,1,
28-62,16.30,CAD,1,
28-63,16.95,CAD,1,
28-64,17.45,CAD,1,
28-65,18.45,CAD,1,
28-66,19.65,CAD,1,
28-67,20.20,CAD,1,
28-68,21.05,CAD,1,
28-69,21.60,CAD,1,
28-70,17.30,CAD,1,
28-71,13.30,CAD,1,
28-72,17.65,CAD,1,
28-73,18.20,CAD,1,
28-74,19.05,CAD,1,
28-75,19.90,CAD,1,
28-76,20.55,CAD,1,
28-77,13.20,CAD,1,
28-80,21.00,CAD,1,
28-81,22.90,CAD,1,
28-82,23.55,CAD,1,
28-83,25.75,CAD,1,
28-84,27.65,CAD,1,
28-85,24.85,CAD,1,
28-86,12.40,CAD,1,
28-87,11.80,CAD,1,
28-88,10.00,CAD,1,
28-89,12.40,CAD,1,
28-90,12.35,CAD,1,
28-91,11.35,CAD,1,
28-92,10.60,CAD,1,
28-93,10.00,CAD,1,
28-94,8.95,CAD,1,
28-95,8.15,CAD,1,
28-96,6.65,CAD,1,
28-97,6.35,CAD,1,
29-01,15.95,CAD,1,
29-02,15.95,CAD,1,
29-03,17.60,CAD,1,
29-04,16.80,CAD,1,
29-05,15.70,CAD,1,
29-06,15.10,CAD,1,
29-07,15.10,CAD,1,
29-08,14.30,CAD,1,
29-09,14.25,CAD,1,
29-11,18.40,CAD,1,
29-12,19.10,CAD,1,
29-13,19.85,CAD,1,
29-14,20.60,CAD,1,
29-15,21.45,CAD,1,
29-16,21.70,CAD,1,
29-17,22.45,CAD,1,
29-18,22.90,CAD,1,
29-19,15.70,CAD,1,
29-20,18.40,CAD,1,
29-21,19.00,CAD,1,
29-22,19.05,CAD,1,
29-23,20.15,CAD,1,
29-24,21.20,CAD,1,
29-26,26.40,CAD,1,
29-27,27.55,CAD,1,
29-28,6.20,CAD,1,
29-29,5.30,CAD,1,
29-30,7.80,CAD,1,
29-31,18.55,CAD,1,
29-32,19.45,CAD,1,
29-33,19.95,CAD,1,
29-34,20.75,CAD,1,
29-35,21.60,CAD,1,
29-37,23.05,CAD,1,
29-38,24.05,CAD,1,
29-39,24.75,CAD,1,
29-41,21.00,CAD,1,
29-42,22.25,CAD,1,
29-43,22.70,CAD,1,
29-44,19.55,CAD,1,
29-45,20.35,CAD,1,
29-46,21.55,CAD,1,
29-51,12.85,CAD,1,
29-52,13.80,CAD,1,
29-53,15.10,CAD,1,
29-54,16.25,CAD,1,
29-55,17.40,CAD,1,
29-56,18.80,CAD,1,
29-57,19.75,CAD,1,
29-58,20.05,CAD,1,
29-60,15.75,CAD,1,
29-61,17.50,CAD,1,
29-62,18.20,CAD,1,
29-63,18.85,CAD,1,
29-64,19.35,CAD,1,
29-65,20.35,CAD,1,
29-66,21.55,CAD,1,
29-67,22.10,CAD,1,
29-68,22.95,CAD,1,
29-69,23.50,CAD,1,
29-70,19.20,CAD,1,
29-71,15.20,CAD,1,
29-72,19.55,CAD,1,
29-73,20.10,CAD,1,
29-74,20.95,CAD,1,
29-75,21.80,CAD,1,
29-76,22.45,CAD,1,
29-77,15.10,CAD,1,
29-80,22.90,CAD,1,
29-81,24.80,CAD,1,
29-82,25.45,CAD,1,
29-83,27.65,CAD,1,
29-84,29.55,CAD,1,
29-85,26.75,CAD,1,
29-86,14.30,CAD,1,
29-87,13.70,CAD,1,
29-88,11.90,CAD,1,
29-89,14.30,CAD,1,
29-90,14.25,CAD,1,
29-91,13.25,CAD,1,
29-92,12.50,CAD,1,
29-93,11.90,CAD,1,
29-94,11.20,CAD,1,
29-95,10.50,CAD,1,
29-96,9.10,CAD,1,
29-97,8.70,CAD,1,
30-01,19.10,CAD,1,
30-02,19.10,CAD,1,
30-03,20.75,CAD,1,
30-04,19.95,CAD,1,
30-05,18.85,CAD,1,
30-06,18.25,CAD,1,
30-07,18.25,CAD,1,
30-08,17.40,CAD,1,
30-09,17.35,CAD,1,
30-11,21.55,CAD,1,
30-12,22.25,CAD,1,
30-13,23.00,CAD,1,
30-14,23.75,CAD,1,
30-15,24.60,CAD,1,
30-16,24.80,CAD,1,
30-17,25.55,CAD,1,
30-18,26.00,CAD,1,
30-19,18.85,CAD,1,
30-20,21.55,CAD,1,
30-21,22.10,CAD,1,
30-22,22.20,CAD,1,
30-23,23.30,CAD,1,
30-24,24.35,CAD,1,
30-26,29.55,CAD,1,
30-27,30.70,CAD,1,
30-28,10.15,CAD,1,
30-29,7.80,CAD,1,
30-30,5.30,CAD,1,
30-31,21.70,CAD,1,
30-32,22.55,CAD,1,
30-33,23.10,CAD,1,
30-34,23.90,CAD,1,
30-35,24.70,CAD,1,
30-37,26.15,CAD,1,
30-38,27.20,CAD,1,
30-39,27.90,CAD,1,
30-41,24.15,CAD,1,
30-42,25.35,CAD,1,
30-43,25.85,CAD,1,
30-44,22.70,CAD,1,
30-45,23.50,CAD,1,
30-46,24.70,CAD,1,
30-51,16.00,CAD,1,
30-52,16.95,CAD,1,
30-53,18.25,CAD,1,
30-54,19.40,CAD,1,
30-55,20.55,CAD,1,
30-56,21.95,CAD,1,
30-57,22.85,CAD,1,
30-58,23.20,CAD,1,
30-60,18.85,CAD,1,
30-61,20.60,CAD,1,
30-62,21.35,CAD,1,
30-63,22.00,CAD,1,
30-64,22.45,CAD,1,
30-65,23.50,CAD,1,
30-66,24.70,CAD,1,
30-67,25.25,CAD,1,
30-68,26.10,CAD,1,
30-69,26.65,CAD,1,
30-70,22.35,CAD,1,
30-71,18.35,CAD,1,
30-72,22.70,CAD,1,
30-73,23.20,CAD,1,
30-74,24.05,CAD,1,
30-75,24.95,CAD,1,
30-76,25.55,CAD,1,
30-77,18.25,CAD,1,
30-80,26.00,CAD,1,
30-81,27.90,CAD,1,
30-82,28.60,CAD,1,
30-83,30.75,CAD,1,
30-84,32.65,CAD,1,
30-85,29.85,CAD,1,
30-86,17.40,CAD,1,
30-87,16.80,CAD,1,
30-88,15.05,CAD,1,
30-89,17.40,CAD,1,
30-90,17.35,CAD,1,
30-91,16.35,CAD,1,
30-92,15.65,CAD,1,
30-93,15.05,CAD,1,
30-94,14.30,CAD,1,
30-95,13.65,CAD,1,
30-96,12.60,CAD,1,
30-97,12.25,CAD,1,
31-01,7.70,CAD,1,
31-02,7.70,CAD,1,
31-03,10.55,CAD,1,
31-04,5.30,CAD,1,
31-05,6.40,CAD,1,
31-06,9.10,CAD,1,
31-07,8.40,CAD,1,
31-08,9.90,CAD,1,
31-09,9.95,CAD,1,
31-11,10.90,CAD,1,
31-12,10.20,CAD,1,
31-13,8.65,CAD,1,
31-14,9.85,CAD,1,
31-15,10.70,CAD,1,
31-16,10.95,CAD,1,
31-17,11.65,CAD,1,
31-18,12.15,CAD,1,
31-19,6.40,CAD,1,
31-20,5.55,CAD,1,
31-21,9.75,CAD,1,
31-22,7.90,CAD,1,
31-23,8.20,CAD,1,
31-24,10.35,CAD,1,
31-26,13.90,CAD,1,
31-27,15.05,CAD,1,
31-28,16.65,CAD,1,
31-29,18.55,CAD,1,
31-30,21.70,CAD,1,
31-31,5.30,CAD,1,
31-32,5.30,CAD,1,
31-33,6.40,CAD,1,
31-34,7.25,CAD,1,
31-35,8.40,CAD,1,
31-37,10.30,CAD,1,
31-38,11.30,CAD,1,
31-39,12.00,CAD,1,
31-41,7.80,CAD,1,
31-42,9.15,CAD,1,
31-43,9.95,CAD,1,
31-44,11.85,CAD,1,
31-45,12.60,CAD,1,
31-46,13.80,CAD,1,
31-51,13.65,CAD,1,
31-52,14.60,CAD,1,
31-53,15.95,CAD,1,
31-54,17.10,CAD,1,
31-55,18.20,CAD,1,
31-56,5.30,CAD,1,
31-57,6.75,CAD,1,
31-58,7.20,CAD,1,
31-60,7.15,CAD,1,
31-61,9.70,CAD,1,
31-62,10.50,CAD,1,
31-63,11.10,CAD,1,
31-64,11.60,CAD,1,
31-65,12.60,CAD,1,
31-66,13.80,CAD,1,
31-67,14.40,CAD,1,
31-68,15.25,CAD,1,
31-69,15.75,CAD,1,
31-70,12.10,CAD,1,
31-71,12.30,CAD,1,
31-72,12.45,CAD,1,
31-73,12.95,CAD,1,
31-74,13.80,CAD,1,
31-75,14.70,CAD,1,
31-76,15.30,CAD,1,
31-77,8.40,CAD,1,
31-80,12.15,CAD,1,
31-81,14.05,CAD,1,
31-82,14.70,CAD,1,
31-83,16.90,CAD,1,
31-84,18.80,CAD,1,
31-85,15.95,CAD,1,
31-86,11.30,CAD,1,
31-87,11.90,CAD,1,
31-88,13.30,CAD,1,
31-89,9.90,CAD,1,
31-90,9.95,CAD,1,
31-91,11.25,CAD,1,
31-92,11.85,CAD,1,
31-93,12.55,CAD,1,
31-94,13.25,CAD,1,
31-95,13.75,CAD,1,
31-96,14.25,CAD,1,
31-97,15.15,CAD,1,
32-01,8.50,CAD,1,
32-02,8.50,CAD,1,
32-03,11.35,CAD,1,
32-04,6.75,CAD,1,
32-05,7.85,CAD,1,
32-06,10.30,CAD,1,
32-07,9.70,CAD,1,
32-08,10.75,CAD,1,
32-09,10.80,CAD,1,
32-11,8.50,CAD,1,
32-12,8.25,CAD,1,
32-13,8.50,CAD,1,
32-14,10.45,CAD,1,
32-15,11.30,CAD,1,
32-16,11.50,CAD,1,
32-17,11.80,CAD,1,
32-18,12.20,CAD,1,
32-19,7.15,CAD,1,
32-20,5.55,CAD,1,
32-21,7.80,CAD,1,
32-22,5.55,CAD,1,
32-23,6.25,CAD,1,
32-24,8.40,CAD,1,
32-26,13.25,CAD,1,
32-27,14.40,CAD,1,
32-28,17.55,CAD,1,
32-29,19.45,CAD,1,
32-30,22.55,CAD,1,
32-31,5.30,CAD,1,
32-32,5.30,CAD,1,
32-33,5.30,CAD,1,
32-34,6.50,CAD,1,
32-35,7.75,CAD,1,
32-37,9.65,CAD,1,
32-38,10.70,CAD,1,
32-39,11.35,CAD,1,
32-41,6.70,CAD,1,
32-42,8.40,CAD,1,
32-43,9.00,CAD,1,
32-44,12.90,CAD,1,
32-45,13.65,CAD,1,
32-46,14.85,CAD,1,
32-51,14.65,CAD,1,
32-52,15.60,CAD,1,
32-53,16.95,CAD,1,
32-54,18.10,CAD,1,
32-55,19.20,CAD,1,
32-56,7.85,CAD,1,
32-57,8.70,CAD,1,
32-58,9.15,CAD,1,
32-60,7.15,CAD,1,
32-61,10.75,CAD,1,
32-62,11.45,CAD,1,
32-63,12.15,CAD,1,
32-64,12.65,CAD,1,
32-65,13.65,CAD,1,
32-66,14.85,CAD,1,
32-67,15.45,CAD,1,
32-68,16.30,CAD,1,
32-69,16.80,CAD,1,
32-70,12.90,CAD,1,
32-71,11.50,CAD,1,
32-72,13.25,CAD,1,
32-73,13.75,CAD,1,
32-74,14.60,CAD,1,
32-75,15.50,CAD,1,
32-76,16.10,CAD,1,
32-77,9.70,CAD,1,
32-80,12.20,CAD,1,
32-81,14.60,CAD,1,
32-82,15.25,CAD,1,
32-83,17.45,CAD,1,
32-84,19.35,CAD,1,
32-85,16.10,CAD,1,
32-86,12.15,CAD,1,
32-87,12.75,CAD,1,
32-88,14.15,CAD,1,
32-89,11.40,CAD,1,
32-90,11.55,CAD,1,
32-91,12.30,CAD,1,
32-92,12.90,CAD,1,
32-93,13.60,CAD,1,
32-94,14.30,CAD,1,
32-95,14.80,CAD,1,
32-96,15.30,CAD,1,
32-97,16.15,CAD,1,
33-01,9.15,CAD,1,
33-02,9.15,CAD,1,
33-03,11.90,CAD,1,
33-04,7.75,CAD,1,
33-05,8.95,CAD,1,
33-06,10.85,CAD,1,
33-07,10.25,CAD,1,
33-08,11.30,CAD,1,
33-09,11.35,CAD,1,
33-11,11.25,CAD,1,
33-12,10.10,CAD,1,
33-13,10.30,CAD,1,
33-14,11.85,CAD,1,
33-15,12.65,CAD,1,
33-16,12.90,CAD,1,
33-17,13.65,CAD,1,
33-18,14.10,CAD,1,
33-19,8.95,CAD,1,
33-20,7.80,CAD,1,
33-21,9.65,CAD,1,
33-22,7.80,CAD,1,
33-23,8.05,CAD,1,
33-24,10.25,CAD,1,
33-26,12.40,CAD,1,
33-27,13.55,CAD,1,
33-28,18.05,CAD,1,
33-29,19.95,CAD,1,
33-30,23.10,CAD,1,
33-31,6.40,CAD,1,
33-32,5.30,CAD,1,
33-33,5.30,CAD,1,
33-34,5.30,CAD,1,
33-35,6.50,CAD,1,
33-37,8.35,CAD,1,
33-38,9.85,CAD,1,
33-39,10.50,CAD,1,
33-41,5.30,CAD,1,
33-42,7.20,CAD,1,
33-43,8.00,CAD,1,
33-44,13.90,CAD,1,
33-45,14.65,CAD,1,
33-46,15.85,CAD,1,
33-51,15.65,CAD,1,
33-52,16.60,CAD,1,
33-53,17.95,CAD,1,
33-54,19.10,CAD,1,
33-55,20.20,CAD,1,
33-56,8.35,CAD,1,
33-57,9.70,CAD,1,
33-58,10.00,CAD,1,
33-60,8.95,CAD,1,
33-61,11.75,CAD,1,
33-62,12.45,CAD,1,
33-63,13.15,CAD,1,
33-64,13.65,CAD,1,
33-65,14.65,CAD,1,
33-66,15.85,CAD,1,
33-67,16.45,CAD,1,
33-68,17.30,CAD,1,
33-69,17.80,CAD,1,
33-70,13.45,CAD,1,
33-71,13.65,CAD,1,
33-72,13.80,CAD,1,
33-73,14.30,CAD,1,
33-74,15.15,CAD,1,
33-75,16.05,CAD,1,
33-76,16.65,CAD,1,
33-77,10.25,CAD,1,
33-80,14.10,CAD,1,
33-81,16.00,CAD,1,
33-82,16.65,CAD,1,
33-83,18.85,CAD,1,
33-84,20.75,CAD,1,
33-85,17.95,CAD,1,
33-86,12.65,CAD,1,
33-87,13.30,CAD,1,
33-88,14.70,CAD,1,
33-89,11.90,CAD,1,
33-90,11.95,CAD,1,
33-91,13.30,CAD,1,
33-92,13.90,CAD,1,
33-93,14.60,CAD,1,
33-94,15.30,CAD,1,
33-95,15.80,CAD,1,
33-96,16.30,CAD,1,
33-97,17.15,CAD,1,
34-01,10.30,CAD,1,
34-02,10.30,CAD,1,
34-03,12.70,CAD,1,
34-04,8.55,CAD,1,
34-05,10.20,CAD,1,
34-06,11.65,CAD,1,
34-07,11.05,CAD,1,
34-08,12.10,CAD,1,
34-09,12.15,CAD,1,
34-11,13.45,CAD,1,
34-12,14.15,CAD,1,
34-13,14.90,CAD,1,
34-14,15.65,CAD,1,
34-15,16.50,CAD,1,
34-16,16.70,CAD,1,
34-17,17.45,CAD,1,
34-18,17.90,CAD,1,
34-19,10.20,CAD,1,
34-20,13.45,CAD,1,
34-21,14.15,CAD,1,
34-22,14.20,CAD,1,
34-23,14.50,CAD,1,
34-24,16.35,CAD,1,
34-26,11.85,CAD,1,
34-27,13.00,CAD,1,
34-28,18.85,CAD,1,
34-29,20.75,CAD,1,
34-30,23.90,CAD,1,
34-31,7.25,CAD,1,
34-32,6.50,CAD,1,
34-33,5.30,CAD,1,
34-34,5.30,CAD,1,
34-35,5.60,CAD,1,
34-37,7.80,CAD,1,
34-38,8.95,CAD,1,
34-39,9.95,CAD,1,
34-41,6.65,CAD,1,
34-42,8.35,CAD,1,
34-43,8.90,CAD,1,
34-44,14.75,CAD,1,
34-45,15.50,CAD,1,
34-46,16.70,CAD,1,
34-51,16.55,CAD,1,
34-52,17.50,CAD,1,
34-53,18.85,CAD,1,
34-54,20.00,CAD,1,
34-55,21.10,CAD,1,
34-56,13.95,CAD,1,
34-57,14.90,CAD,1,
34-58,15.25,CAD,1,
34-60,12.55,CAD,1,
34-61,12.60,CAD,1,
34-62,13.40,CAD,1,
34-63,14.00,CAD,1,
34-64,14.50,CAD,1,
34-65,15.50,CAD,1,
34-66,16.70,CAD,1,
34-67,17.30,CAD,1,
34-68,18.15,CAD,1,
34-69,18.65,CAD,1,
34-70,14.25,CAD,1,
34-71,14.45,CAD,1,
34-72,14.60,CAD,1,
34-73,15.10,CAD,1,
34-74,15.95,CAD,1,
34-75,16.85,CAD,1,
34-76,17.45,CAD,1,
34-77,11.05,CAD,1,
34-80,17.90,CAD,1,
34-81,19.10,CAD,1,
34-82,19.80,CAD,1,
34-83,21.95,CAD,1,
34-84,23.85,CAD,1,
34-85,21.75,CAD,1,
34-86,13.45,CAD,1,
34-87,14.10,CAD,1,
34-88,15.45,CAD,1,
34-89,12.70,CAD,1,
34-90,12.75,CAD,1,
34-91,14.15,CAD,1,
34-92,14.75,CAD,1,
34-93,15.45,CAD,1,
34-94,16.15,CAD,1,
34-95,16.65,CAD,1,
34-96,17.15,CAD,1,
34-97,18.05,CAD,1,
35-01,11.10,CAD,1,
35-02,11.10,CAD,1,
35-03,13.50,CAD,1,
35-04,9.80,CAD,1,
35-05,11.05,CAD,1,
35-06,12.45,CAD,1,
35-07,11.85,CAD,1,
35-08,12.90,CAD,1,
35-09,13.00,CAD,1,
35-11,14.25,CAD,1,
35-12,14.95,CAD,1,
35-13,15.70,CAD,1,
35-14,16.45,CAD,1,
35-15,17.30,CAD,1,
35-16,17.80,CAD,1,
35-17,18.25,CAD,1,
35-18,18.70,CAD,1,
35-19,11.05,CAD,1,
35-20,14.25,CAD,1,
35-21,15.00,CAD,1,
35-22,15.05,CAD,1,
35-23,15.35,CAD,1,
35-24,17.20,CAD,1,
35-26,11.10,CAD,1,
35-27,12.20,CAD,1,
35-28,19.70,CAD,1,
35-29,21.60,CAD,1,
35-30,24.70,CAD,1,
35-31,8.40,CAD,1,
35-32,7.75,CAD,1,
35-33,6.50,CAD,1,
35-34,5.60,CAD,1,
35-35,5.30,CAD,1,
35-37,6.65,CAD,1,
35-38,8.05,CAD,1,
35-39,8.75,CAD,1,
35-41,7.95,CAD,1,
