fare_id,price,currency_type,payment_method,transfers
12-77,10.05,CAD,1,
12-80,9.65,CAD,1,
12-81,11.55,CAD,1,
12-82,12.25,CAD,1,
12-83,14.40,CAD,1,
12-84,16.30,CAD,1,
12-85,13.20,CAD,1,
12-86,14.45,CAD,1,
12-87,13.10,CAD,1,
12-88,14.45,CAD,1,
12-89,11.70,CAD,1,
12-90,11.75,CAD,1,
12-91,12.50,CAD,1,
12-92,13.15,CAD,1,
12-93,13.85,CAD,1,
12-94,14.55,CAD,1,
12-95,15.05,CAD,1,
12-96,15.55,CAD,1,
12-97,16.45,CAD,1,
13-01,8.65,CAD,1,
13-02,8.65,CAD,1,
13-03,7.80,CAD,1,
13-04,8.25,CAD,1,
13-05,9.80,CAD,1,
13-06,10.80,CAD,1,
13-07,10.80,CAD,1,
13-08,11.85,CAD,1,
13-09,11.90,CAD,1,
13-11,6.60,CAD,1,
13-12,5.30,CAD,1,
13-13,5.30,CAD,1,
13-14,5.30,CAD,1,
13-15,6.75,CAD,1,
13-16,6.80,CAD,1,
13-17,8.05,CAD,1,
13-18,8.50,CAD,1,
13-19,9.80,CAD,1,
13-20,6.60,CAD,1,
13-21,5.60,CAD,1,
13-22,11.10,CAD,1,
13-23,10.65,CAD,1,
13-24,8.30,CAD,1,
13-26,13.95,CAD,1,
13-27,15.10,CAD,1,
13-28,17.95,CAD,1,
13-29,19.85,CAD,1,
13-30,23.00,CAD,1,
13-31,8.65,CAD,1,
13-32,8.50,CAD,1,
13-33,10.30,CAD,1,
13-34,14.90,CAD,1,
13-35,15.70,CAD,1,
13-37,17.20,CAD,1,
13-38,18.20,CAD,1,
13-39,18.90,CAD,1,
13-41,15.30,CAD,1,
13-42,16.55,CAD,1,
13-43,17.00,CAD,1,
13-44,14.75,CAD,1,
13-45,15.50,CAD,1,
13-46,16.70,CAD,1,
13-51,15.70,CAD,1,
13-52,16.65,CAD,1,
13-53,18.00,CAD,1,
13-54,19.10,CAD,1,
13-55,20.25,CAD,1,
13-56,12.75,CAD,1,
13-57,13.70,CAD,1,
13-58,14.05,CAD,1,
13-60,12.50,CAD,1,
13-61,12.65,CAD,1,
13-62,13.35,CAD,1,
13-63,14.00,CAD,1,
13-64,14.50,CAD,1,
13-65,15.50,CAD,1,
13-66,16.70,CAD,1,
13-67,17.30,CAD,1,
13-68,18.15,CAD,1,
13-69,18.65,CAD,1,
13-70,13.05,CAD,1,
13-71,13.00,CAD,1,
13-72,13.40,CAD,1,
13-73,13.90,CAD,1,
13-74,14.75,CAD,1,
13-75,15.65,CAD,1,
13-76,16.25,CAD,1,
13-77,10.80,CAD,1,
13-80,8.50,CAD,1,
13-81,10.85,CAD,1,
13-82,11.50,CAD,1,
13-83,13.70,CAD,1,
13-84,15.60,CAD,1,
13-85,12.35,CAD,1,
13-86,13.05,CAD,1,
13-87,13.70,CAD,1,
13-88,15.05,CAD,1,
13-89,12.30,CAD,1,
13-90,12.35,CAD,1,
13-91,13.25,CAD,1,
13-92,13.90,CAD,1,
13-93,14.60,CAD,1,
13-94,15.30,CAD,1,
13-95,15.80,CAD,1,
13-96,16.30,CAD,1,
13-97,17.20,CAD,1,
14-01,9.85,CAD,1,
14-02,9.85,CAD,1,
14-03,8.55,CAD,1,
14-04,9.10,CAD,1,
14-05,10.70,CAD,1,
14-06,11.55,CAD,1,
14-07,11.55,CAD,1,
14-08,12.60,CAD,1,
14-09,12.65,CAD,1,
14-11,7.80,CAD,1,
14-12,6.55,CAD,1,
14-13,5.30,CAD,1,
14-14,5.30,CAD,1,
14-15,5.65,CAD,1,
14-16,5.65,CAD,1,
14-17,6.90,CAD,1,
14-18,7.75,CAD,1,
14-19,10.70,CAD,1,
14-20,7.80,CAD,1,
14-21,6.65,CAD,1,
14-22,10.35,CAD,1,
14-23,9.90,CAD,1,
14-24,7.20,CAD,1,
14-26,13.20,CAD,1,
14-27,14.35,CAD,1,
14-28,18.70,CAD,1,
14-29,20.60,CAD,1,
14-30,23.75,CAD,1,
14-31,9.85,CAD,1,
14-32,10.45,CAD,1,
14-33,11.85,CAD,1,
14-34,15.65,CAD,1,
14-35,16.45,CAD,1,
14-37,17.95,CAD,1,
14-38,18.95,CAD,1,
14-39,19.65,CAD,1,
14-41,16.05,CAD,1,
14-42,17.30,CAD,1,
14-43,17.75,CAD,1,
14-44,15.50,CAD,1,
14-45,16.25,CAD,1,
14-46,17.45,CAD,1,
14-51,16.45,CAD,1,
14-52,17.40,CAD,1,
14-53,18.75,CAD,1,
14-54,19.85,CAD,1,
14-55,21.00,CAD,1,
14-56,13.50,CAD,1,
14-57,14.45,CAD,1,
14-58,14.80,CAD,1,
14-60,13.00,CAD,1,
14-61,13.40,CAD,1,
14-62,14.10,CAD,1,
14-63,14.75,CAD,1,
14-64,15.25,CAD,1,
14-65,16.25,CAD,1,
14-66,17.45,CAD,1,
14-67,18.05,CAD,1,
14-68,18.90,CAD,1,
14-69,19.40,CAD,1,
14-70,13.80,CAD,1,
14-71,13.50,CAD,1,
14-72,14.15,CAD,1,
14-73,14.65,CAD,1,
14-74,15.50,CAD,1,
14-75,16.40,CAD,1,
14-76,17.00,CAD,1,
14-77,11.55,CAD,1,
14-80,7.75,CAD,1,
14-81,10.10,CAD,1,
14-82,10.75,CAD,1,
14-83,12.95,CAD,1,
14-84,14.85,CAD,1,
14-85,11.20,CAD,1,
14-86,13.95,CAD,1,
14-87,14.60,CAD,1,
14-88,16.05,CAD,1,
14-89,13.20,CAD,1,
14-90,13.25,CAD,1,
14-91,14.00,CAD,1,
14-92,14.65,CAD,1,
14-93,15.35,CAD,1,
14-94,16.05,CAD,1,
14-95,16.55,CAD,1,
14-96,17.05,CAD,1,
14-97,17.95,CAD,1,
15-01,10.70,CAD,1,
15-02,10.70,CAD,1,
15-03,9.85,CAD,1,
15-04,10.30,CAD,1,
15-05,11.60,CAD,1,
15-06,12.45,CAD,1,
15-07,12.35,CAD,1,
15-08,13.25,CAD,1,
15-09,13.30,CAD,1,
15-11,8.65,CAD,1,
15-12,7.90,CAD,1,
15-13,6.75,CAD,1,
15-14,5.65,CAD,1,
15-15,5.30,CAD,1,
15-16,5.30,CAD,1,
15-17,5.55,CAD,1,
15-18,6.55,CAD,1,
15-19,11.60,CAD,1,
15-20,8.65,CAD,1,
15-21,8.00,CAD,1,
15-22,11.20,CAD,1,
15-23,10.70,CAD,1,
15-24,8.35,CAD,1,
15-26,14.05,CAD,1,
15-27,15.15,CAD,1,
15-28,19.55,CAD,1,
15-29,21.45,CAD,1,
15-30,24.60,CAD,1,
15-31,10.70,CAD,1,
15-32,11.30,CAD,1,
15-33,12.65,CAD,1,
15-34,16.50,CAD,1,
15-35,17.30,CAD,1,
15-37,18.80,CAD,1,
15-38,19.80,CAD,1,
15-39,20.50,CAD,1,
15-41,16.90,CAD,1,
15-42,18.15,CAD,1,
15-43,18.60,CAD,1,
15-44,16.35,CAD,1,
15-45,17.10,CAD,1,
15-46,18.30,CAD,1,
15-51,17.30,CAD,1,
15-52,18.25,CAD,1,
15-53,19.60,CAD,1,
15-54,20.70,CAD,1,
15-55,21.85,CAD,1,
15-56,14.35,CAD,1,
15-57,15.30,CAD,1,
15-58,15.65,CAD,1,
15-60,13.80,CAD,1,
15-61,14.25,CAD,1,
15-62,14.95,CAD,1,
15-63,15.60,CAD,1,
15-64,16.10,CAD,1,
15-65,17.10,CAD,1,
15-66,18.30,CAD,1,
15-67,18.90,CAD,1,
15-68,19.75,CAD,1,
15-69,20.25,CAD,1,
15-70,14.65,CAD,1,
15-71,14.30,CAD,1,
15-72,15.00,CAD,1,
15-73,15.50,CAD,1,
15-74,16.35,CAD,1,
15-75,17.25,CAD,1,
15-76,17.85,CAD,1,
15-77,12.35,CAD,1,
15-80,6.55,CAD,1,
15-81,9.00,CAD,1,
15-82,10.00,CAD,1,
15-83,12.20,CAD,1,
15-84,14.10,CAD,1,
15-85,9.85,CAD,1,
15-86,15.40,CAD,1,
15-87,16.00,CAD,1,
15-88,17.40,CAD,1,
15-89,14.65,CAD,1,
15-90,14.65,CAD,1,
15-91,14.85,CAD,1,
15-92,15.50,CAD,1,
15-93,16.20,CAD,1,
15-94,16.90,CAD,1,
15-95,17.40,CAD,1,
15-96,17.90,CAD,1,
15-97,18.80,CAD,1,
16-01,10.90,CAD,1,
16-02,10.90,CAD,1,
16-03,10.05,CAD,1,
16-04,10.55,CAD,1,
16-05,11.90,CAD,1,
16-06,12.70,CAD,1,
16-07,12.60,CAD,1,
16-08,13.40,CAD,1,
16-09,13.45,CAD,1,
16-11,8.95,CAD,1,
16-12,8.05,CAD,1,
16-13,6.80,CAD,1,
16-14,5.65,CAD,1,
16-15,5.30,CAD,1,
16-16,5.30,CAD,1,
16-17,5.30,CAD,1,
16-18,6.50,CAD,1,
16-19,11.90,CAD,1,
16-20,8.95,CAD,1,
16-21,8.95,CAD,1,
16-22,11.40,CAD,1,
16-23,10.95,CAD,1,
16-24,8.60,CAD,1,
16-26,14.25,CAD,1,
16-27,15.40,CAD,1,
16-28,19.80,CAD,1,
16-29,21.70,CAD,1,
16-30,24.80,CAD,1,
16-31,10.95,CAD,1,
16-32,11.50,CAD,1,
16-33,12.90,CAD,1,
16-34,16.70,CAD,1,
16-35,17.80,CAD,1,
16-37,19.20,CAD,1,
16-38,20.20,CAD,1,
16-39,20.85,CAD,1,
16-41,17.10,CAD,1,
16-42,18.35,CAD,1,
16-43,18.80,CAD,1,
16-44,16.80,CAD,1,
16-45,17.55,CAD,1,
16-46,18.70,CAD,1,
16-51,17.50,CAD,1,
16-52,18.45,CAD,1,
16-53,19.80,CAD,1,
16-54,20.90,CAD,1,
16-55,22.05,CAD,1,
16-56,14.55,CAD,1,
16-57,15.50,CAD,1,
16-58,15.85,CAD,1,
16-60,14.05,CAD,1,
16-61,14.85,CAD,1,
16-62,15.50,CAD,1,
16-63,16.10,CAD,1,
16-64,16.55,CAD,1,
16-65,17.55,CAD,1,
16-66,18.70,CAD,1,
16-67,19.20,CAD,1,
16-68,20.05,CAD,1,
16-69,20.55,CAD,1,
16-70,14.85,CAD,1,
16-71,14.55,CAD,1,
16-72,15.20,CAD,1,
16-73,15.70,CAD,1,
16-74,16.55,CAD,1,
16-75,17.45,CAD,1,
16-76,18.05,CAD,1,
16-77,12.60,CAD,1,
16-80,6.50,CAD,1,
16-81,7.95,CAD,1,
16-82,8.65,CAD,1,
16-83,11.25,CAD,1,
16-84,13.15,CAD,1,
16-85,9.60,CAD,1,
16-86,15.65,CAD,1,
16-87,16.25,CAD,1,
16-88,17.65,CAD,1,
16-89,14.85,CAD,1,
16-90,14.90,CAD,1,
16-91,15.05,CAD,1,
16-92,15.70,CAD,1,
16-93,16.40,CAD,1,
16-94,17.10,CAD,1,
16-95,17.60,CAD,1,
16-96,18.10,CAD,1,
16-97,19.00,CAD,1,
17-01,11.65,CAD,1,
17-02,11.65,CAD,1,
17-03,10.80,CAD,1,
17-04,11.30,CAD,1,
17-05,12.10,CAD,1,
17-06,13.45,CAD,1,
17-07,13.35,CAD,1,
17-08,14.10,CAD,1,
17-09,14.20,CAD,1,
17-11,10.05,CAD,1,
17-12,8.90,CAD,1,
17-13,8.05,CAD,1,
17-14,6.90,CAD,1,
17-15,5.55,CAD,1,
17-16,5.30,CAD,1,
17-17,5.30,CAD,1,
17-18,5.30,CAD,1,
17-19,12.10,CAD,1,
17-20,10.05,CAD,1,
17-21,9.15,CAD,1,
17-22,12.15,CAD,1,
17-23,11.70,CAD,1,
17-24,9.80,CAD,1,
17-26,15.00,CAD,1,
17-27,16.15,CAD,1,
17-28,20.55,CAD,1,
17-29,22.45,CAD,1,
17-30,25.55,CAD,1,
17-31,11.65,CAD,1,
17-32,11.80,CAD,1,
17-33,13.65,CAD,1,
17-34,17.45,CAD,1,
17-35,18.25,CAD,1,
17-37,19.75,CAD,1,
17-38,20.75,CAD,1,
17-39,21.45,CAD,1,
17-41,17.85,CAD,1,
17-42,19.10,CAD,1,
17-43,19.55,CAD,1,
17-44,17.30,CAD,1,
17-45,18.05,CAD,1,
17-46,19.25,CAD,1,
17-51,18.25,CAD,1,
17-52,19.20,CAD,1,
17-53,20.55,CAD,1,
17-54,21.65,CAD,1,
17-55,22.80,CAD,1,
17-56,15.30,CAD,1,
17-57,16.25,CAD,1,
17-58,16.60,CAD,1,
17-60,14.80,CAD,1,
17-61,15.20,CAD,1,
17-62,15.90,CAD,1,
17-63,16.55,CAD,1,
17-64,17.05,CAD,1,
17-65,18.05,CAD,1,
17-66,19.25,CAD,1,
17-67,19.85,CAD,1,
17-68,20.70,CAD,1,
17-69,21.20,CAD,1,
17-70,15.60,CAD,1,
17-71,15.30,CAD,1,
17-72,15.95,CAD,1,
17-73,16.45,CAD,1,
17-74,17.30,CAD,1,
17-75,18.20,CAD,1,
17-76,18.80,CAD,1,
17-77,13.35,CAD,1,
17-80,5.30,CAD,1,
17-81,7.80,CAD,1,
17-82,8.45,CAD,1,
17-83,11.05,CAD,1,
17-84,13.00,CAD,1,
17-85,9.60,CAD,1,
17-86,16.35,CAD,1,
17-87,17.00,CAD,1,
17-88,18.35,CAD,1,
17-89,15.60,CAD,1,
17-90,15.65,CAD,1,
17-91,15.80,CAD,1,
17-92,16.45,CAD,1,
17-93,17.15,CAD,1,
17-94,17.85,CAD,1,
17-95,18.35,CAD,1,
17-96,18.85,CAD,1,
17-97,19.75,CAD,1,
18-01,12.10,CAD,1,
18-02,12.10,CAD,1,
18-03,11.25,CAD,1,
18-04,11.75,CAD,1,
18-05,12.50,CAD,1,
18-06,13.90,CAD,1,
18-07,13.80,CAD,1,
18-08,14.55,CAD,1,
18-09,14.90,CAD,1,
18-11,10.45,CAD,1,
18-12,9.65,CAD,1,
18-13,8.50,CAD,1,
18-14,7.75,CAD,1,
18-15,6.55,CAD,1,
18-16,6.50,CAD,1,
18-17,5.30,CAD,1,
18-18,5.30,CAD,1,
18-19,12.50,CAD,1,
18-20,10.45,CAD,1,
18-21,9.65,CAD,1,
18-22,12.25,CAD,1,
18-23,12.15,CAD,1,
18-24,10.25,CAD,1,
18-26,15.45,CAD,1,
18-27,16.60,CAD,1,
18-28,21.00,CAD,1,
18-29,22.90,CAD,1,
18-30,26.00,CAD,1,
18-31,12.15,CAD,1,
18-32,12.20,CAD,1,
18-33,14.10,CAD,1,
18-34,17.90,CAD,1,
18-35,18.70,CAD,1,
18-37,20.20,CAD,1,
18-38,21.20,CAD,1,
18-39,21.90,CAD,1,
18-41,18.30,CAD,1,
18-42,19.55,CAD,1,
18-43,20.00,CAD,1,
18-44,17.75,CAD,1,
18-45,18.50,CAD,1,
18-46,19.70,CAD,1,
18-51,18.70,CAD,1,
18-52,19.65,CAD,1,
18-53,20.55,CAD,1,
18-54,22.10,CAD,1,
18-55,23.25,CAD,1,
18-56,15.75,CAD,1,
18-57,16.70,CAD,1,
18-58,17.05,CAD,1,
18-60,15.25,CAD,1,
18-61,15.65,CAD,1,
18-62,16.35,CAD,1,
18-63,17.00,CAD,1,
18-64,17.50,CAD,1,
18-65,18.50,CAD,1,
18-66,19.70,CAD,1,
18-67,20.30,CAD,1,
18-68,21.15,CAD,1,
18-69,21.65,CAD,1,
18-70,16.05,CAD,1,
18-71,15.75,CAD,1,
18-72,16.40,CAD,1,
18-73,16.90,CAD,1,
18-74,17.75,CAD,1,
18-75,18.65,CAD,1,
18-76,19.25,CAD,1,
18-77,13.80,CAD,1,
18-80,5.30,CAD,1,
18-81,6.65,CAD,1,
18-82,7.75,CAD,1,
18-83,10.40,CAD,1,
18-84,12.10,CAD,1,
18-85,9.15,CAD,1,
18-86,16.80,CAD,1,
18-87,17.45,CAD,1,
18-88,18.85,CAD,1,
18-89,16.05,CAD,1,
18-90,16.10,CAD,1,
18-91,16.25,CAD,1,
18-92,16.90,CAD,1,
18-93,17.60,CAD,1,
18-94,18.30,CAD,1,
18-95,18.80,CAD,1,
18-96,19.30,CAD,1,
18-97,20.20,CAD,1,
19-01,5.65,CAD,1,
19-02,5.65,CAD,1,
19-03,6.65,CAD,1,
19-04,5.65,CAD,1,
19-05,5.30,CAD,1,
19-06,6.80,CAD,1,
19-07,5.30,CAD,1,
19-08,6.75,CAD,1,
19-09,6.80,CAD,1,
19-11,7.85,CAD,1,
19-12,8.75,CAD,1,
19-13,9.80,CAD,1,
19-14,10.70,CAD,1,
19-15,11.60,CAD,1,
19-16,11.90,CAD,1,
19-17,12.10,CAD,1,
19-18,12.50,CAD,1,
19-19,5.30,CAD,1,
19-20,7.85,CAD,1,
19-21,8.00,CAD,1,
19-22,8.05,CAD,1,
19-23,8.35,CAD,1,
19-24,10.65,CAD,1,
19-26,15.90,CAD,1,
19-27,17.00,CAD,1,
19-28,13.80,CAD,1,
19-29,15.70,CAD,1,
19-30,18.85,CAD,1,
19-31,6.40,CAD,1,
19-32,7.15,CAD,1,
19-33,8.95,CAD,1,
19-34,10.20,CAD,1,
19-35,11.05,CAD,1,
19-37,12.50,CAD,1,
19-38,13.55,CAD,1,
19-39,14.20,CAD,1,
19-41,10.45,CAD,1,
19-42,11.70,CAD,1,
19-43,12.20,CAD,1,
19-44,8.60,CAD,1,
19-45,9.80,CAD,1,
19-46,11.00,CAD,1,
19-51,9.75,CAD,1,
19-52,11.65,CAD,1,
19-53,13.00,CAD,1,
19-54,14.15,CAD,1,
19-55,15.25,CAD,1,
19-56,7.15,CAD,1,
19-57,8.45,CAD,1,
19-58,8.90,CAD,1,
19-60,5.60,CAD,1,
19-61,5.60,CAD,1,
19-62,6.80,CAD,1,
19-63,7.85,CAD,1,
19-64,8.35,CAD,1,
19-65,9.80,CAD,1,
19-66,11.00,CAD,1,
19-67,11.60,CAD,1,
19-68,12.45,CAD,1,
19-69,12.95,CAD,1,
19-70,10.90,CAD,1,
19-71,5.30,CAD,1,
19-72,5.30,CAD,1,
19-73,6.35,CAD,1,
19-74,8.65,CAD,1,
19-75,10.00,CAD,1,
19-76,10.60,CAD,1,
19-77,6.80,CAD,1,
19-80,12.50,CAD,1,
19-81,15.45,CAD,1,
19-82,16.15,CAD,1,
19-83,18.30,CAD,1,
19-84,20.20,CAD,1,
19-85,16.40,CAD,1,
19-86,8.00,CAD,1,
19-87,8.60,CAD,1,
19-88,10.45,CAD,1,
19-89,6.75,CAD,1,
19-90,6.80,CAD,1,
19-91,8.00,CAD,1,
19-92,8.60,CAD,1,
19-93,9.75,CAD,1,
19-94,10.45,CAD,1,
19-95,10.95,CAD,1,
19-96,11.45,CAD,1,
19-97,12.20,CAD,1,
20-01,6.75,CAD,1,
20-02,6.75,CAD,1,
20-03,5.55,CAD,1,
20-04,6.40,CAD,1,
20-05,7.85,CAD,1,
20-06,8.95,CAD,1,
20-07,8.95,CAD,1,
20-08,10.30,CAD,1,
20-09,10.40,CAD,1,
20-11,5.30,CAD,1,
20-12,5.30,CAD,1,
20-13,6.60,CAD,1,
20-14,7.80,CAD,1,
20-15,8.65,CAD,1,
20-16,8.95,CAD,1,
20-17,10.05,CAD,1,
20-18,10.45,CAD,1,
20-19,7.85,CAD,1,
20-20,5.30,CAD,1,
20-21,5.60,CAD,1,
20-22,6.10,CAD,1,
20-23,6.40,CAD,1,
20-24,8.00,CAD,1,
20-26,14.00,CAD,1,
20-27,15.15,CAD,1,
20-28,16.50,CAD,1,
20-29,18.40,CAD,1,
20-30,21.55,CAD,1,
20-31,5.55,CAD,1,
20-32,5.55,CAD,1,
20-33,7.80,CAD,1,
20-34,13.45,CAD,1,
20-35,14.25,CAD,1,
20-37,15.75,CAD,1,
20-38,16.75,CAD,1,
20-39,11.35,CAD,1,
20-41,13.85,CAD,1,
20-42,15.10,CAD,1,
20-43,15.55,CAD,1,
20-44,13.10,CAD,1,
20-45,14.05,CAD,1,
20-46,15.25,CAD,1,
20-51,14.25,CAD,1,
20-52,15.20,CAD,1,
20-53,16.55,CAD,1,
20-54,17.65,CAD,1,
20-55,18.80,CAD,1,
20-56,11.30,CAD,1,
20-57,12.25,CAD,1,
20-58,12.60,CAD,1,
20-60,9.95,CAD,1,
20-61,11.20,CAD,1,
20-62,11.90,CAD,1,
20-63,12.55,CAD,1,
20-64,12.85,CAD,1,
20-65,14.05,CAD,1,
20-66,15.25,CAD,1,
20-67,15.85,CAD,1,
20-68,16.70,CAD,1,
20-69,17.20,CAD,1,
20-70,11.60,CAD,1,
20-71,11.80,CAD,1,
20-72,11.95,CAD,1,
20-73,12.45,CAD,1,
20-74,13.30,CAD,1,
20-75,14.20,CAD,1,
20-76,14.80,CAD,1,
20-77,8.95,CAD,1,
20-80,10.45,CAD,1,
20-81,12.35,CAD,1,
20-82,13.05,CAD,1,
20-83,15.20,CAD,1,
20-84,17.10,CAD,1,
20-85,14.35,CAD,1,
20-86,11.55,CAD,1,
20-87,12.15,CAD,1,
20-88,13.55,CAD,1,
20-89,10.30,CAD,1,
20-90,10.40,CAD,1,
20-91,11.80,CAD,1,
20-92,12.45,CAD,1,
20-93,13.15,CAD,1,
20-94,13.85,CAD,1,
20-95,14.35,CAD,1,
20-96,14.85,CAD,1,
20-97,15.75,CAD,1,
21-01,8.75,CAD,1,
21-02,8.75,CAD,1,
21-03,7.20,CAD,1,
21-04,7.20,CAD,1,
21-05,8.00,CAD,1,
21-06,11.00,CAD,1,
21-07,10.05,CAD,1,
21-08,11.35,CAD,1,
21-09,11.40,CAD,1,
21-11,5.60,CAD,1,
21-12,5.55,CAD,1,
21-13,5.60,CAD,1,
21-14,6.65,CAD,1,
21-15,8.00,CAD,1,
21-16,8.95,CAD,1,
21-17,9.15,CAD,1,
21-18,9.65,CAD,1,
21-19,8.00,CAD,1,
21-20,5.60,CAD,1,
21-21,5.30,CAD,1,
21-22,5.30,CAD,1,
21-23,6.20,CAD,1,
21-24,6.45,CAD,1,
21-26,12.55,CAD,1,
21-27,13.65,CAD,1,
21-28,17.10,CAD,1,
21-29,19.00,CAD,1,
21-30,22.10,CAD,1,
21-31,9.75,CAD,1,
21-32,7.80,CAD,1,
21-33,9.65,CAD,1,
21-34,14.15,CAD,1,
21-35,15.00,CAD,1,
21-37,16.45,CAD,1,
21-38,17.50,CAD,1,
21-39,10.50,CAD,1,
21-41,14.55,CAD,1,
21-42,15.80,CAD,1,
21-43,16.30,CAD,1,
21-44,13.00,CAD,1,
21-45,13.75,CAD,1,
21-46,14.95,CAD,1,
21-51,14.80,CAD,1,
21-52,15.75,CAD,1,
21-53,17.10,CAD,1,
21-54,18.25,CAD,1,
21-55,19.35,CAD,1,
21-56,12.85,CAD,1,
21-57,13.80,CAD,1,
21-58,14.15,CAD,1,
21-60,10.80,CAD,1,
21-61,10.85,CAD,1,
21-62,11.65,CAD,1,
21-63,12.25,CAD,1,
21-64,12.75,CAD,1,
21-65,13.75,CAD,1,
21-66,14.95,CAD,1,
21-67,15.55,CAD,1,
21-68,16.40,CAD,1,
21-69,16.90,CAD,1,
21-70,13.15,CAD,1,
21-71,13.35,CAD,1,
21-72,13.50,CAD,1,
21-73,14.00,CAD,1,
21-74,14.85,CAD,1,
21-75,15.75,CAD,1,
21-76,16.35,CAD,1,
21-77,10.05,CAD,1,
21-80,9.65,CAD,1,
21-81,11.55,CAD,1,
21-82,12.25,CAD,1,
21-83,14.40,CAD,1,
21-84,16.30,CAD,1,
21-85,13.45,CAD,1,
21-86,11.70,CAD,1,
21-87,12.35,CAD,1,
21-88,13.70,CAD,1,
21-89,10.95,CAD,1,
21-90,11.00,CAD,1,
21-91,12.40,CAD,1,
21-92,13.00,CAD,1,
21-93,13.70,CAD,1,
21-94,14.40,CAD,1,
21-95,14.90,CAD,1,
21-96,15.40,CAD,1,
21-97,16.30,CAD,1,
22-01,9.20,CAD,1,
22-02,9.20,CAD,1,
22-03,7.75,CAD,1,
22-04,7.30,CAD,1,
22-05,8.05,CAD,1,
22-06,11.35,CAD,1,
22-07,10.30,CAD,1,
22-08,11.40,CAD,1,
22-09,11.45,CAD,1,
22-11,6.85,CAD,1,
22-12,6.10,CAD,1,
22-13,11.10,CAD,1,
22-14,10.35,CAD,1,
22-15,11.20,CAD,1,
22-16,11.40,CAD,1,
22-17,12.15,CAD,1,
22-18,12.25,CAD,1,
22-19,8.05,CAD,1,
22-20,6.10,CAD,1,
22-21,5.30,CAD,1,
22-22,5.30,CAD,1,
22-23,5.30,CAD,1,
22-24,6.35,CAD,1,
22-26,12.40,CAD,1,
22-27,13.55,CAD,1,
22-28,17.15,CAD,1,
22-29,19.05,CAD,1,
22-30,22.20,CAD,1,
22-31,7.90,CAD,1,
22-32,5.55,CAD,1,
22-33,7.80,CAD,1,
22-34,14.20,CAD,1,
22-35,15.05,CAD,1,
22-37,16.50,CAD,1,
22-38,17.55,CAD,1,
22-39,9.95,CAD,1,
22-41,14.60,CAD,1,
22-42,15.85,CAD,1,
22-43,16.35,CAD,1,
22-44,13.05,CAD,1,
22-45,13.80,CAD,1,
22-46,15.00,CAD,1,
22-51,14.85,CAD,1,
22-52,15.80,CAD,1,
22-53,17.15,CAD,1,
22-54,18.30,CAD,1,
22-55,19.40,CAD,1,
22-56,13.20,CAD,1,
22-57,14.15,CAD,1,
22-58,14.50,CAD,1,
22-60,10.85,CAD,1,
22-61,10.90,CAD,1,
22-62,11.70,CAD,1,
22-63,12.30,CAD,1,
22-64,12.80,CAD,1,
22-65,13.80,CAD,1,
22-66,15.00,CAD,1,
22-67,15.60,CAD,1,
22-68,16.45,CAD,1,
22-69,16.95,CAD,1,
22-70,13.50,CAD,1,
22-71,13.70,CAD,1,
22-72,13.85,CAD,1,
22-73,14.35,CAD,1,
22-74,15.20,CAD,1,
22-75,16.10,CAD,1,
22-76,16.70,CAD,1,
22-77,10.30,CAD,1,
22-80,12.25,CAD,1,
22-81,14.15,CAD,1,
22-82,14.80,CAD,1,
22-83,17.00,CAD,1,
22-84,18.90,CAD,1,
22-85,16.45,CAD,1,
22-86,11.75,CAD,1,
22-87,12.40,CAD,1,
22-88,13.75,CAD,1,
22-89,11.00,CAD,1,
22-90,11.05,CAD,1,
22-91,12.45,CAD,1,
22-92,13.05,CAD,1,
22-93,13.75,CAD,1,
22-94,14.45,CAD,1,
22-95,14.95,CAD,1,
22-96,15.45,CAD,1,
22-97,16.35,CAD,1,
23-01,9.85,CAD,1,
23-02,9.85,CAD,1,
23-03,8.05,CAD,1,
23-04,7.95,CAD,1,
23-05,8.35,CAD,1,
23-06,11.65,CAD,1,
23-07,10.60,CAD,1,
23-08,11.70,CAD,1,
23-09,11.75,CAD,1,
23-11,7.25,CAD,1,
23-12,6.40,CAD,1,
23-13,10.65,CAD,1,
23-14,9.90,CAD,1,
23-15,10.70,CAD,1,
23-16,10.95,CAD,1,
23-17,11.70,CAD,1,
23-18,12.15,CAD,1,
23-19,8.35,CAD,1,
23-20,6.40,CAD,1,
23-21,6.20,CAD,1,
23-22,5.30,CAD,1,
23-23,5.30,CAD,1,
23-24,5.65,CAD,1,
23-26,12.30,CAD,1,
23-27,13.45,CAD,1,
23-28,18.25,CAD,1,
23-29,20.15,CAD,1,
23-30,23.30,CAD,1,
23-31,8.20,CAD,1,
23-32,6.25,CAD,1,
23-33,8.05,CAD,1,
23-34,14.50,CAD,1,
23-35,15.35,CAD,1,
23-37,16.80,CAD,1,
23-38,17.85,CAD,1,
23-39,10.25,CAD,1,
23-41,14.90,CAD,1,
23-42,16.15,CAD,1,
23-43,16.65,CAD,1,
23-44,13.35,CAD,1,
23-45,14.10,CAD,1,
23-46,15.30,CAD,1,
23-51,15.15,CAD,1,
23-52,16.10,CAD,1,
23-53,17.45,CAD,1,
23-54,18.60,CAD,1,
23-55,19.70,CAD,1,
23-56,13.50,CAD,1,
23-57,14.45,CAD,1,
23-58,14.80,CAD,1,
23-60,11.15,CAD,1,
23-61,11.20,CAD,1,
